mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_leaf_nodes,param_max_features,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.8785426616668701,0.06319690319538215,0.20495157241821288,0.0008548432293251066,733,38,73,1046,282,934,gini,"{'n_estimators': 733, 'min_samples_split': 38, 'min_samples_leaf': 73, 'max_leaf_nodes': 1046, 'max_features': 282, 'max_depth': 934, 'criterion': 'gini'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
0.6579922676086426,0.054762967371497086,0.0,0.0,797,32,83,362,1652,857,gini,"{'n_estimators': 797, 'min_samples_split': 32, 'min_samples_leaf': 83, 'max_leaf_nodes': 362, 'max_features': 1652, 'max_depth': 857, 'criterion': 'gini'}",,,,,,,,155
1.0011218547821046,0.052539968213134426,0.10446510314941407,0.0018893365068666133,378,11,58,462,1371,537,entropy,"{'n_estimators': 378, 'min_samples_split': 11, 'min_samples_leaf': 58, 'max_leaf_nodes': 462, 'max_features': 1371, 'max_depth': 537, 'criterion': 'entropy'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
0.1735924243927002,0.011228223841430266,0.0,0.0,93,66,40,132,1871,43,gini,"{'n_estimators': 93, 'min_samples_split': 66, 'min_samples_leaf': 40, 'max_leaf_nodes': 132, 'max_features': 1871, 'max_depth': 43, 'criterion': 'gini'}",,,,,,,,154
1.4072643756866454,0.011898591136273316,0.20475778579711915,0.0013893122777121074,526,34,98,1757,48,554,gini,"{'n_estimators': 526, 'min_samples_split': 34, 'min_samples_leaf': 98, 'max_leaf_nodes': 1757, 'max_features': 48, 'max_depth': 554, 'criterion': 'gini'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
0.7722112655639648,0.0686750287658416,0.10386013984680176,0.0014179700247619535,281,95,98,1157,274,670,entropy,"{'n_estimators': 281, 'min_samples_split': 95, 'min_samples_leaf': 98, 'max_leaf_nodes': 1157, 'max_features': 274, 'max_depth': 670, 'criterion': 'entropy'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
1.01824893951416,0.0416037346816527,0.10267729759216308,0.00020395192062548254,407,94,31,1779,1139,1791,gini,"{'n_estimators': 407, 'min_samples_split': 94, 'min_samples_leaf': 31, 'max_leaf_nodes': 1779, 'max_features': 1139, 'max_depth': 1791, 'criterion': 'gini'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
0.7325962066650391,0.05377114131353308,0.10312542915344239,0.0003026583370825971,284,43,56,5,1527,212,entropy,"{'n_estimators': 284, 'min_samples_split': 43, 'min_samples_leaf': 56, 'max_leaf_nodes': 5, 'max_features': 1527, 'max_depth': 212, 'criterion': 'entropy'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
0.1588644027709961,0.04264769863886901,0.1038740634918213,0.0014499926511390405,63,22,90,345,745,165,entropy,"{'n_estimators': 63, 'min_samples_split': 22, 'min_samples_leaf': 90, 'max_leaf_nodes': 345, 'max_features': 745, 'max_depth': 165, 'criterion': 'entropy'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
0.11186747550964356,0.0009894650397895386,0.10275349617004395,0.0004257591002917339,21,71,21,983,132,1100,gini,"{'n_estimators': 21, 'min_samples_split': 71, 'min_samples_leaf': 21, 'max_leaf_nodes': 983, 'max_features': 132, 'max_depth': 1100, 'criterion': 'gini'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
0.1879931926727295,0.003494078656570263,0.0,0.0,223,80,55,1679,1824,1313,gini,"{'n_estimators': 223, 'min_samples_split': 80, 'min_samples_leaf': 55, 'max_leaf_nodes': 1679, 'max_features': 1824, 'max_depth': 1313, 'criterion': 'gini'}",,,,,,,,161
2.776897430419922,0.14495212777283237,0.20387206077575684,0.0007629473298381469,626,40,14,1690,435,1451,entropy,"{'n_estimators': 626, 'min_samples_split': 40, 'min_samples_leaf': 14, 'max_leaf_nodes': 1690, 'max_features': 435, 'max_depth': 1451, 'criterion': 'entropy'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
0.2668238639831543,0.0032527931028447777,0.10648517608642578,0.00199118326823568,82,59,44,1080,1049,996,entropy,"{'n_estimators': 82, 'min_samples_split': 59, 'min_samples_leaf': 44, 'max_leaf_nodes': 1080, 'max_features': 1049, 'max_depth': 996, 'criterion': 'entropy'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
1.2881321430206298,0.02124515672084577,0.1436596393585205,0.0489747772590701,494,70,27,83,1502,1456,gini,"{'n_estimators': 494, 'min_samples_split': 70, 'min_samples_leaf': 27, 'max_leaf_nodes': 83, 'max_features': 1502, 'max_depth': 1456, 'criterion': 'gini'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
0.7141285896301269,0.03475773339899235,0.10332255363464356,0.00020607241475838173,276,97,79,1617,749,857,entropy,"{'n_estimators': 276, 'min_samples_split': 97, 'min_samples_leaf': 79, 'max_leaf_nodes': 1617, 'max_features': 749, 'max_depth': 857, 'criterion': 'entropy'}",0.625,0.5625,0.5625,0.5625,0.5625,0.575,0.024999999999999998,2
0.47153549194335936,0.02079868408884675,0.0,0.0,606,88,81,528,1624,1523,gini,"{'n_estimators': 606, 'min_samples_split': 88, 'min_samples_leaf': 81, 'max_leaf_nodes': 528, 'max_features': 1624, 'max_depth': 1523, 'criterion': 'gini'}",,,,,,,,162
