mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_leaf_nodes,param_max_features,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.7439702987670898,0.06952959157283803,0.2035660743713379,0.0006997431033641993,733,38,73,1046,102,1158,gini,"{'n_estimators': 733, 'min_samples_split': 38, 'min_samples_leaf': 73, 'max_leaf_nodes': 1046, 'max_features': 102, 'max_depth': 1158, 'criterion': 'gini'}",0.2972972972972973,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2864864864864865,0.013240485096125286,277
0.2862419605255127,0.013639163006383648,0.10462388992309571,0.0023301020454065137,106,22,98,244,1097,539,entropy,"{'n_estimators': 106, 'min_samples_split': 22, 'min_samples_leaf': 98, 'max_leaf_nodes': 244, 'max_features': 1097, 'max_depth': 539, 'criterion': 'entropy'}",0.2972972972972973,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2864864864864865,0.013240485096125286,277
2.111216735839844,0.1536870508783303,0.12781333923339844,0.03822255361896396,463,63,25,1189,262,718,gini,"{'n_estimators': 463, 'min_samples_split': 63, 'min_samples_leaf': 25, 'max_leaf_nodes': 1189, 'max_features': 262, 'max_depth': 718, 'criterion': 'gini'}",0.6216216216216216,0.43243243243243246,0.5675675675675675,0.5135135135135135,0.40540540540540543,0.508108108108108,0.08090070025457169,97
0.5157014846801757,0.07972866438087642,0.10817604064941407,0.008627022206305134,27,29,15,1782,437,1475,entropy,"{'n_estimators': 27, 'min_samples_split': 29, 'min_samples_leaf': 15, 'max_leaf_nodes': 1782, 'max_features': 437, 'max_depth': 1475, 'criterion': 'entropy'}",0.6756756756756757,0.5405405405405406,0.5945945945945946,0.6486486486486487,0.7297297297297297,0.6378378378378379,0.06531376201943011,28
1.920451784133911,0.07490550310610918,0.20321149826049806,0.0005955616390772923,797,32,83,362,671,1063,gini,"{'n_estimators': 797, 'min_samples_split': 32, 'min_samples_leaf': 83, 'max_leaf_nodes': 362, 'max_features': 671, 'max_depth': 1063, 'criterion': 'gini'}",0.2972972972972973,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2864864864864865,0.013240485096125286,277
0.9330283164978027,0.057976433266532464,0.10531005859375,0.0035499077972980853,378,11,58,462,543,1146,entropy,"{'n_estimators': 378, 'min_samples_split': 11, 'min_samples_leaf': 58, 'max_leaf_nodes': 462, 'max_features': 543, 'max_depth': 1146, 'criterion': 'entropy'}",0.2972972972972973,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2864864864864865,0.013240485096125286,277
0.2722724437713623,0.015519564256200333,0.10255317687988282,0.00019569994171875555,93,66,40,132,17,54,gini,"{'n_estimators': 93, 'min_samples_split': 66, 'min_samples_leaf': 40, 'max_leaf_nodes': 132, 'max_features': 17, 'max_depth': 54, 'criterion': 'gini'}",0.4864864864864865,0.5405405405405406,0.40540540540540543,0.43243243243243246,0.3783783783783784,0.4486486486486487,0.058217997914967616,222
1.2127787113189696,0.07168765717584265,0.14328103065490722,0.04972976592730119,526,34,98,1757,1020,686,gini,"{'n_estimators': 526, 'min_samples_split': 34, 'min_samples_leaf': 98, 'max_leaf_nodes': 1757, 'max_features': 1020, 'max_depth': 686, 'criterion': 'gini'}",0.2972972972972973,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2864864864864865,0.013240485096125286,277
0.7261890411376953,0.018498845874430514,0.10345172882080078,0.0006688298058842653,268,63,86,1856,424,1627,gini,"{'n_estimators': 268, 'min_samples_split': 63, 'min_samples_leaf': 86, 'max_leaf_nodes': 1856, 'max_features': 424, 'max_depth': 1627, 'criterion': 'gini'}",0.2972972972972973,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2864864864864865,0.013240485096125286,277
1.078034257888794,0.06660095709592491,0.10644311904907226,0.003785158126872102,289,83,38,877,209,377,gini,"{'n_estimators': 289, 'min_samples_split': 83, 'min_samples_leaf': 38, 'max_leaf_nodes': 877, 'max_features': 209, 'max_depth': 377, 'criterion': 'gini'}",0.5675675675675675,0.40540540540540543,0.4864864864864865,0.43243243243243246,0.43243243243243246,0.4648648648648649,0.057713936497466534,169
0.7256479740142823,0.03788754508312325,0.11455941200256348,0.0064069192020492416,73,68,43,1175,1374,1589,gini,"{'n_estimators': 73, 'min_samples_split': 68, 'min_samples_leaf': 43, 'max_leaf_nodes': 1175, 'max_features': 1374, 'max_depth': 1589, 'criterion': 'gini'}",0.4864864864864865,0.35135135135135137,0.4864864864864865,0.43243243243243246,0.40540540540540543,0.43243243243243246,0.05128017827300075,257
13.802897596359253,0.4317137073425118,0.2127538204193115,0.007535951963629771,786,49,32,1387,1026,1258,entropy,"{'n_estimators': 786, 'min_samples_split': 49, 'min_samples_leaf': 32, 'max_leaf_nodes': 1387, 'max_features': 1026, 'max_depth': 1258, 'criterion': 'entropy'}",0.5405405405405406,0.32432432432432434,0.5675675675675675,0.43243243243243246,0.4864864864864865,0.47027027027027024,0.08648648648648649,152
0.6502744674682617,0.04875034805070667,0.1158452033996582,0.0031903357112689603,281,95,98,1157,976,1310,entropy,"{'n_estimators': 281, 'min_samples_split': 95, 'min_samples_leaf': 98, 'max_leaf_nodes': 1157, 'max_features': 976, 'max_depth': 1310, 'criterion': 'entropy'}",0.2972972972972973,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2864864864864865,0.013240485096125286,277
3.6419488906860353,0.10759643143422679,0.1353166103363037,0.03849683411873603,407,94,31,1779,752,223,entropy,"{'n_estimators': 407, 'min_samples_split': 94, 'min_samples_leaf': 31, 'max_leaf_nodes': 1779, 'max_features': 752, 'max_depth': 223, 'criterion': 'entropy'}",0.5135135135135135,0.3783783783783784,0.5135135135135135,0.4594594594594595,0.3783783783783784,0.4486486486486486,0.06067552519092876,230
2.1451469898223876,0.12661854845075893,0.2047370433807373,0.0011738411285372428,916,3,92,439,820,433,gini,"{'n_estimators': 916, 'min_samples_split': 3, 'min_samples_leaf': 92, 'max_leaf_nodes': 439, 'max_features': 820, 'max_depth': 433, 'criterion': 'gini'}",0.2972972972972973,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2864864864864865,0.013240485096125286,277
13.515918350219726,0.7531677524420046,0.2716231822967529,0.05046437042084112,916,29,24,535,1211,712,gini,"{'n_estimators': 916, 'min_samples_split': 29, 'min_samples_leaf': 24, 'max_leaf_nodes': 535, 'max_features': 1211, 'max_depth': 712, 'criterion': 'gini'}",0.6216216216216216,0.40540540540540543,0.5945945945945946,0.7027027027027027,0.6216216216216216,0.5891891891891892,0.0987873885540382,61
0.6839930057525635,0.0730709361544924,0.11744356155395508,0.003944016265643078,284,43,56,5,582,743,entropy,"{'n_estimators': 284, 'min_samples_split': 43, 'min_samples_leaf': 56, 'max_leaf_nodes': 5, 'max_features': 582, 'max_depth': 743, 'criterion': 'entropy'}",0.2972972972972973,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2864864864864865,0.013240485096125286,277
0.24567975997924804,0.06146012793898877,0.12155895233154297,0.0035854305481815836,63,22,90,345,943,684,entropy,"{'n_estimators': 63, 'min_samples_split': 22, 'min_samples_leaf': 90, 'max_leaf_nodes': 345, 'max_features': 943, 'max_depth': 684, 'criterion': 'entropy'}",0.2972972972972973,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2864864864864865,0.013240485096125286,277
3.9063952445983885,0.200997164252341,0.11377143859863281,0.005755001726559528,283,53,29,1644,674,818,entropy,"{'n_estimators': 283, 'min_samples_split': 53, 'min_samples_leaf': 29, 'max_leaf_nodes': 1644, 'max_features': 674, 'max_depth': 818, 'criterion': 'entropy'}",0.6486486486486487,0.3783783783783784,0.6216216216216216,0.4594594594594595,0.43243243243243246,0.5081081081081081,0.10729423373664436,96
