,Unnamed: 0,nDB,nS,DBI,SIC4,VE1sign_Dz(e),AVS_B(e),MATS8m,MATS6v,MATS6e,MATS7e,MATS7s,GATS5m,GATS2v,GATS2s,SM12_AEA(ed),Eig01_AEA(dm),TDB07u,TDB10u,TDB06v,TDB04e,TDB06s,TDB06r,RDF120i,Mor17u,Mor09m,Mor26m,Mor07e,Mor14e,Mor11p,Mor17p,Mor12i,Mor16s,G3e,E3p,L2i,G3i,E1i,De,HATS3u,HATS4u,HATS4m,HATS7m,HATS2v,H8i,HATS3i,HATS4i,HATS7s,R3m+,R4m+,R7m+,R3p+,R3s+,nCp,C-001,CATS2D_01_LL,B01[C-O],B05[C-S],F01[C-O],F08[N-N],score
0,0,1.0,1.0,2.65,0.935,0.474,3.37,0.086,-0.307,-0.0069999999999999,-0.128,-0.131,1.81,0.8909999999999999,0.354,22.3,4.05,7.26,0.0,2.4,4.64,17.8,3.33,0.0,-0.309,-1.62,0.324,1.64,0.3779999999999999,0.209,-0.162,-0.757,1.57,0.207,0.417,2.96,0.207,0.613,0.449,0.6679999999999999,0.581,0.588,0.083,0.174,0.211,0.8370000000000001,0.6940000000000001,1.76,0.231,0.253,0.0279999999999999,0.073,0.578,1.0,1.0,4.0,1.0,0.0,2.0,0.0,3
1,1,2.0,0.0,2.35,0.971,0.161,3.67,-0.216,-0.106,0.0,-0.034,0.0,1.01,0.856,0.716,23.9,3.78,6.88,10.0,3.01,4.66,40.4,3.76,1.61,0.826,-1.44,0.001,2.4,-1.7,0.22,0.506,1.41,0.8390000000000001,0.182,0.179,3.26,0.3229999999999999,0.593,0.457,0.374,0.504,0.163,0.2,0.109,0.2019999999999999,0.482,0.682,3.31,0.09,0.07,0.036,0.026,1.82,0.0,0.0,3.0,1.0,0.0,9.0,0.0,3
2,2,6.0,2.0,4.8,0.772,0.0,3.8,-0.0139999999999999,-0.037,0.1119999999999999,-0.314,-0.272,0.993,0.904,0.384,24.9,5.18,6.83,9.85,2.76,4.34,29.6,3.57,20.1,-0.466,-2.87,-0.843,7.25,-1.9,1.28,0.406,-0.597,0.18,0.14,0.027,4.5,0.14,0.631,0.419,0.246,0.185,0.128,0.034,0.115,0.983,0.326,0.231,1.15,0.032,0.032,0.008,0.02,0.483,0.0,0.0,21.0,0.0,1.0,0.0,0.0,2
3,3,2.0,0.0,2.35,0.94,0.079,3.67,-0.392,0.02,0.072,0.1169999999999999,0.1939999999999999,1.2,0.856,0.703,23.8,3.76,6.97,10.0,2.99,4.64,38.6,3.72,0.603,0.8190000000000001,-1.48,-0.001,2.64,-1.93,0.245,0.508,1.55,2.76,0.231,0.142,3.22,0.214,0.625,0.4639999999999999,0.33,0.484,0.207,0.218,0.104,0.016,0.422,0.657,3.88,0.081,0.068,0.032,0.02,1.64,0.0,0.0,2.0,1.0,0.0,9.0,0.0,2
4,4,6.0,0.0,5.05,0.907,0.389,3.45,-0.076,-0.009,-0.057,0.019,0.031,1.04,0.989,0.919,25.7,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,17.0,1.0,0.0,25.0,0.0,1
5,5,4.0,0.0,5.05,0.885,0.015,3.64,0.033,0.03,0.034,-0.0579999999999999,-0.024,1.05,0.831,0.47,24.1,3.88,6.32,8.43,2.56,4.01,20.1,3.19,29.2,-1.17,-3.03,-0.5589999999999999,9.19,-0.146,0.988,-0.314,-3.25,1.56,0.1639999999999999,0.3229999999999999,5.06,0.159,0.5589999999999999,0.5,0.211,0.252,0.064,0.069,0.086,0.818,0.261,0.3289999999999999,0.57,0.023,0.0139999999999999,0.012,0.021,0.212,4.0,4.0,16.0,1.0,0.0,11.0,0.0,0
