,0
0,67.9298245614035
1,0.9851003501947656
2,7.5666874513384705
3,2.818775946213097
4,3.25880889325088
5,3.8044441143827874
6,3.890507145084729
7,5.716015462299326
8,5.538462998288714
9,2.199312494017025
10,1.4277018417140948
11,1.0331715111031812
12,3.870500801139862
13,1.1740265525049391
14,0.3275040830337655
15,3.948343078142627
16,1.370971806261219
17,0.9524829759376284
18,0.9233611460768589
19,1.3994733765006355
20,0.7733041069251396
21,2.979381400365646
22,1.128205128205128
23,0.4076515045098388
24,6.245182233042634
25,4.235911117191711
26,1.0445655387994757
27,1.6882354563956607
28,0.5014245014245015
29,1.128205128205128
30,0.5014245014245015
31,1.308653861583144
32,1.128205128205128
33,6.659081292226829
34,1.3742592650672683
35,0.22166151551596397
36,4.313329259089398
37,1.1282051282051282
38,5.925780289997543
39,2.0909480220544516
40,1.128205128205128
41,
42,0.4773175542406311
43,1.7800387596899434
44,2.0227548549877694
45,1.8082682381962194
46,2.187863267971472
47,1.0063845367125994
48,0.23314560668023512
49,0.23798956780179953
50,0.17167329258966732
51,0.5940366434419563
52,0.070360346020151
53,1.5547539603811587
54,0.29046526322792143
55,6.769230769230769
56,1.128205128205128
57,1.2774010204740682
58,0.06405560251714026
59,6.769230769230772
60,2.417582417582417
61,0.5344129554655993
62,0.9765886286318791
63,1.8887183462534616
64,0.7724818764758614
65,6.769230769230769
66,1.1282051282051282
67,2.0002376531515513
68,0.33415008979540456
69,6.76923076923077
70,1.9621570293937178
71,1.1031682681429638
72,0.24005912253867034
73,0.25662129558228663
74,0.5400339310551681
75,0.21331994831739878
76,0.288422244825417
77,1.0227919741903293
78,0.17469747720494813
79,0.21157250692924687
80,0.610917264046568
81,0.1562218867075111
82,0.17134174745456013
83,0.4987824043749328
84,3.93942871662485
85,1.4125099677734263
86,6.147381894573227
87,0.7554411565003775
88,0.9449440436464527
89,1.807934408789899
90,2.132109255001697
91,1.7997953300856677
92,1.3207005891500037
93,1.9893475949893649
94,0.5414707649225027
95,0.07430603708591
96,6.64620667084612
97,0.6750992575411037
98,1.212273852156093
99,1.451143139514962
100,0.10221268482113889
101,0.5231661829790356
102,1.6866324435229647
103,1.931109267662868
104,1.3979215194933923
105,1.410700980000887
106,1.3186621141718204
107,1.361519055755468
108,2.212330345721599
109,1.325179025444484
110,1.3996220627954723
111,0.5674188187312781
112,1.5182657976672056
113,0.1810832223404511
114,1.2690454142033263
115,1.8701785687184123
116,1.097131823040033
117,1.0593721673773082
118,1.7221668941555672
119,1.4932395654330606
120,1.511083987022141
121,0.8406674959266287
122,1.1414346233614805
123,1.7805802880911192
124,1.005187376725604
125,2.5279180822151903
126,1.0726126472175253
127,1.3387305753924397
128,0.10744042202391825
129,0.10408275366814403
130,5.405266225086817
131,2.3838221476475794
132,2.5799364705172785
133,0.1901612716092329
134,0.5014245014245013
135,0.5014245014245013
136,5.384968469614111
137,1.0022139407346988
138,0.31229051472976044
139,0.33469037925862444
140,0.3055508379060226
141,1.0820391858272287
142,1.4342402453803818
143,1.1889813482560403
144,1.1241892606806412
145,1.0304838006153372
146,0.9787151698982286
147,0.9179309452659064
148,0.915890010756702
149,0.8310950775996132
150,0.9257656740478357
151,0.7250102050707029
152,1.4117379202420413
153,1.1524266070078357
154,0.9489574291436343
155,0.9633982795822587
156,0.7079799648974087
157,0.796036002862304
158,0.7659230964776196
159,0.668986077754471
160,1.4342402453803818
161,1.045783437512764
162,1.0658850044798431
163,1.135334235671839
164,0.9411947181302328
165,0.6839488522148208
166,0.7539733046802058
167,0.6095394294531769
168,0.42425588096540223
169,0.5249447297728593
170,0.960780995804344
171,0.39476348528263394
172,0.08366034992340499
173,0.1641287677770045
174,0.11608112847113101
175,0.3729244751454826
176,0.3084322546786873
177,0.3159292544215091
178,0.2918867290943969
179,0.17718654432317177
180,0.7646512431678806
181,1.2049201288143232
182,0.23740867758675693
183,2.9470555517466823
184,1.12336960787642
185,1.3653478180767884
186,1.2180666788399914
187,0.8405495703794971
188,1.4375050454065357
189,0.8859210199208232
190,1.0095329139874636
191,1.2466607530123899
192,1.4364924882440637
193,1.513302889354728
194,0.025392367666471516
195,1.081761306905581
196,0.5565909456382826
197,0.10380109208488728
198,0.6341471976353963
199,2.644532486847051
200,3.7191985598815616
201,3.2764494127144586
202,4.259786607602121
203,5.141819752222719
204,4.946362118988202
205,4.412359603435465
206,6.423795708951769
207,4.581259911682577
208,5.725734818374486
209,6.484464689827975
210,6.909951732181581
211,0.7261371106728571
212,1.2961146368422412
213,0.7210767367173075
214,0.8426531261282559
215,1.1476236451578634
216,1.2196997785539425
217,1.0934671959974243
218,2.0363918153746425
219,1.068275472123329
220,3.9796059775449364
221,1.7057721609990109
222,4.075308899951064
223,3.8772203854888287
224,3.935711532518384
225,1.8853360304563198
226,6.607280565928481
227,1.3379461326980626
228,1.2024802607141891
229,1.0060166903372565
230,1.2297531592286357
231,1.247019400593681
232,1.2825942637479464
233,1.0531987535229512
234,1.5104496140680086
235,0.548779348362895
236,1.7521074044595135
237,0.8359642615509353
238,1.4583207443793131
239,1.162554220612757
240,0.7620728206791572
241,1.8348848433809095
242,1.9692841451335175
243,1.5533486111459636
244,6.607280565928481
245,2.4911817992442984
246,0.13495035142558393
247,0.28010856788333655
248,0.12588327073526454
249,0.3916990082506217
250,1.8853360304563198
251,1.2651224323270205
252,2.3148369470767007
253,2.678128740473799
254,2.5909232584011583
255,2.795421678970596
256,7.7782198954333746
257,9.81214477305366
258,2.1666872079422435
259,1.8453223237300325
260,3.0671802250996545
261,3.495435463338699
262,5.146170110691323
263,10.741796291332536
264,4.083742317987772
265,2.4419831509996555
266,3.614077873312901
267,4.212931771097691
268,8.103738892484694
269,9.165605768883529
270,1.0501624655985882
271,0.9316253972168189
272,2.003881365870275
273,2.390976192688693
274,0.8334123229264604
275,1.6725673386713986
276,1.504140925191749
277,1.2713681168562243
278,0.6300612363175648
279,1.1841286613173854
280,0.5054496981095625
281,1.6793500837319166
282,1.50938951028242
283,1.6640394490963422
284,1.3210117390409435
285,0.22536280099167771
286,2.32602369831199
287,0.7081916416122497
288,0.07733625953397058
289,0.35319621848119237
290,0.1505935843257431
291,1.3726479046343254
292,0.9826618597316271
293,1.2058465903666344
294,1.3025153816538997
295,1.4438601715560218
296,1.3815791066578407
297,1.029294412884121
298,0.9617726499809808
299,1.0571055920074235
300,1.504596316083335
301,1.3136665507785459
302,1.3784349512993856
303,1.4604247569255209
304,1.2098231232337506
305,1.3784349512993856
306,1.4604247569255209
307,1.433073664352578
308,1.3811303310550571
309,1.430357053201843
310,1.1128887191042962
311,1.3784349512993856
312,1.2943603271981445
313,1.3061616760617025
314,1.2999495395657237
315,1.2868174683260099
316,1.3097618195689695
317,1.3423340381346716
318,1.136671517778849
319,1.2067918012252306
320,0.30188585798961315
321,0.0709150698586565
322,0.05459045873301135
323,1.370016064147815
324,0.6523030775020179
325,1.2006867741953984
326,1.3738844738048863
327,1.9680504994356196
328,1.5557817098921691
329,1.788193599776057
330,1.370971806261219
331,0.5061894197199275
332,1.2021691559522827
333,0.9644872170771406
334,1.0345500328821657
335,1.1244275615523902
336,0.8477892077658106
337,1.009954186758964
338,1.411080925833246
339,1.0301912522434638
340,1.2371533205410354
341,1.066836884790388
342,0.9629091001569888
343,0.891908456274089
344,0.9555940588641375
345,1.2059753720308093
346,1.2050536907990395
347,1.1574811244024337
348,1.2059753720308093
349,1.2050536907990395
350,1.1574811244024337
351,1.3607337542058848
352,0.7417526748835156
353,1.2008476070525138
354,1.8227147665257912
355,1.2166108323055063
356,1.3806694781301685
357,1.5107002533085874
358,0.8157147462419145
359,1.4237654463450298
360,1.581807025978701
361,0.8461421082021937
362,1.2783150160318966
363,
364,1.2000141269763531
365,0.05397117446529202
366,1.5985368248883016
367,0.8484794436788646
368,1.453451014479516
369,1.2596971075511876
370,1.3826452610266964
371,1.3018169148276906
372,1.5628848053631945
373,1.3765557578233465
374,0.19666886692758218
375,2.921790072595628
376,0.7073043640138573
