,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Class
0,-0.027377926,0.057849932,0.13130993,0.08447499,-0.14089802,-0.000375136,0.13002782,-0.100911446,-0.14542045,0.013908952,-0.04524675,-0.03202907,0.004832723,0.01501915,0.09546907,-0.14014542,-0.14936757,-0.089584574,0.07024676,0.08174523,-0.021419238,-0.0715154,-0.07573583,0.119443625,0.052462455,0.09222077,0.092006855,-0.06607117,0.07188599,0.015174408,0.03520526,0.18039247,0.16477124,-0.07310946,0.14876318,0.13088219,-0.025350139,0.12610355,-0.004960815,0.051341135,-0.10864419,0.11249841,0.06139668,-0.044451296,0.004055065,0.08683554,0.06510397,0.07839005,-0.055368807,-0.2106936,0.05007144,0.006271669,0.07360325,0.058284566,0.012166564,-0.088514805,-0.077763125,-0.1179758,0.001306308,0.061095823,0.042440295,-0.038974904,-0.14986673,0.007947426,-0.20260713,-0.05167878,-0.11582861,0.162642,-0.025453564,0.096043475,0.01198855,-0.06692689,0.18430933,-0.023018142,-0.11702933,0.03920537,0.11470014,0.08034245,-0.10841327,0.15987593,0.13604252,-0.10747192,0.005593963,0.04907833,-0.15787672,-0.033289306,0.046483353,-0.03627769,-0.07053465,0.029700914,0.04381475,-0.04697841,-0.10408724,-0.1155369,-0.02421577,-0.039172716,0.08638162,0.012530996,-0.07941779,-0.05179334,0.13371538,-0.017976575,0.014846744,-0.110216476,-0.12147036,-0.093637705,0.10264686,0.09513527,-0.063619144,0.016581474,-0.004934877,0.08536329,0.010887574,-0.023400748,-0.036196362,0.1092252,-0.09085765,-0.052980132,0.044678368,-0.04991914,0.009019644,0.11398517,-0.099628426,0.13018335,0.06967845,0.012329366,-0.07428756,0.00538263,3
1,0.026390247,-0.030714832,0.14725633,0.08511123,-0.031255405,-0.06701807,0.10792511,-0.07452664,-0.112299666,0.14019798,0.10556367,-0.11756325,-0.0819275,0.033393424,0.09626359,-0.08889739,-0.047456354,0.054304525,0.03606213,-0.089080416,0.10397316,-0.012917421,-0.13197051,0.11561969,0.077949114,0.12604643,0.13546498,0.020462422,0.121531025,0.02817063,-0.13969907,0.15528929,0.023018269,-0.10128528,0.115234554,0.1523862,0.082888514,0.11452766,-0.006534029,-0.10777413,-0.062023483,0.041054916,0.062006764,-0.014480216,-0.004126788,0.11436622,-0.08365514,-0.11868304,-0.11818775,-0.15586148,-0.051286228,-0.059423067,0.071703084,0.048049305,0.15921909,0.022505524,0.06567273,-0.10035326,0.07169897,-0.08412609,0.068490446,-0.11760715,0.10074299,-0.018683786,-0.15137537,0.003618744,-0.13547345,0.08277932,-0.027814029,-0.028525284,0.06873658,-0.14991856,0.10701505,0.10712341,-0.11572515,-0.035950072,0.028907329,0.008438665,-0.11477675,0.00897343,0.15273488,0.031107394,0.15716638,-0.08432265,-0.04474347,-0.0419009,0.045116257,0.016545106,-0.08796854,0.010558196,0.060271222,-0.071810775,0.03503188,0.000725477,0.09930141,-0.020067919,0.11140048,-0.051452197,-0.094387814,0.07333046,0.06310492,-0.050596166,-0.039569948,-0.15911837,-0.11247602,-0.045043025,-0.01616047,0.04887126,-0.08447196,0.10822529,-0.021229833,0.119541936,0.12621301,-0.08239193,0.080118075,0.094252035,-0.04632406,-0.04183324,-0.084770575,-0.073087804,0.12771244,0.013430672,-0.006410075,0.0828188,0.114277765,-0.11331544,0.08057521,0.09715401,3
2,-0.080120295,-0.12502094,0.09744444,0.06787512,-0.10774987,-0.10244796,0.071074106,-0.073366955,-0.15095147,0.063833706,0.10952383,0.020923216,-0.046856824,0.028660996,0.13447557,-0.11178843,-0.075398006,0.07906463,-0.021036958,0.011969902,0.006776756,0.020231506,-0.025596106,0.06631183,0.14642116,0.11649189,0.14205964,-0.037125524,0.10943555,-0.014030191,-0.03685264,0.14514287,0.08873861,-0.12062155,0.10402031,0.18009166,0.04617253,0.06958711,-0.047799945,-0.072090596,-0.07276308,0.000507462,0.11083505,0.055128507,-0.055907432,0.05707174,-0.06421373,-0.06818832,0.005246248,-0.19379209,-0.16785496,-0.040962763,-0.045824654,0.11197937,0.097393386,0.038206045,-0.020342812,-0.05326931,0.14112613,-0.10941451,-0.004495592,-0.14274357,-0.039412014,0.1116043,-0.1789578,-0.091731206,-0.12928829,0.16537218,0.08314935,0.007059288,0.08927093,-0.012823473,0.15955812,-0.03154381,-0.061222762,-0.06061375,0.139484,0.14214128,-0.09452605,0.036005057,0.062158242,-0.099804,0.057033855,0.07922666,-0.041292824,0.05698006,0.082260884,0.0752625,-0.031746242,0.070661694,-0.060397796,-0.098835565,0.008820796,0.015574593,-0.02599485,-0.03414273,0.17234933,0.05988709,-0.13581465,0.00668535,0.07905889,0.10732714,0.078085974,-0.13520375,-0.08503505,-0.024545139,0.00110333,-0.04685391,0.03153271,0.057135396,-0.11573991,0.13900428,0.001126967,-0.026900103,-0.08063482,0.04690774,-0.12490173,-0.12586828,-0.05802691,0.03630283,0.07395559,0.047433905,-0.041823197,0.09517623,-0.07071506,0.016450474,0.036825385,0.115837455,3
3,0.009767789,0.062070392,0.06269948,0.02682275,-0.17990655,-0.16341506,0.15580128,-0.09071044,-0.15762046,0.002608273,0.020404609,-0.003791042,0.16507566,0.052831132,0.09266406,0.043689128,-0.114512525,-0.028243536,0.07194371,0.04575714,0.09025361,-0.08954689,-0.034257308,0.024194708,0.06282446,-0.04334552,-0.055947527,-0.1709509,0.083628036,-0.002610118,-0.04954345,0.07030597,-0.009352866,-0.1714917,0.030097404,0.12357989,-0.014581053,0.081202455,-0.09590756,-0.15000659,-0.11877303,0.08574894,-0.026196068,-0.08790764,-0.060463518,-0.050576225,-0.042188104,0.051042646,-0.014803946,-0.17763086,-0.039597996,-0.1081606,0.07573808,0.0757941,-0.043119803,-0.055194113,-0.1018327,-0.1499594,0.13315359,-0.017077928,0.05620696,0.002623415,-0.11148531,0.103179656,-0.1615955,-0.075972736,-0.10243319,0.13189615,0.10384422,0.07280606,-0.012165785,-0.014550832,0.15217169,0.061011426,-0.011426297,-0.034404494,0.12913424,0.17035978,0.036976952,0.17607631,0.07547575,-0.14598157,-0.001497694,0.005520986,-0.013724096,-0.105080105,-0.053418316,-0.006265948,0.027094567,0.02836801,0.08521286,0.037309706,-0.06830926,-0.05796278,0.041059222,0.030262727,-0.061555758,-0.015722608,-0.086907946,-0.14036486,0.13195126,0.07986078,0.12799735,0.04061397,-0.11565084,-0.08494305,-0.032467097,0.13760263,0.006042788,0.061610226,0.09536646,-0.03583617,0.037565008,0.067313984,0.0436705,0.123890445,0.037029278,-0.16704836,0.12609191,-0.047570545,-0.005487461,0.079620875,-0.102915324,0.02099873,-0.080103084,0.10644974,0.017777558,-0.025683742,3
4,0.06859724,-0.03647476,0.101993576,0.018265693,-0.17056498,0.10986896,0.09080154,-0.08033104,-0.09116166,-0.13352372,0.13405478,0.035193514,0.015221479,0.058797024,0.13603298,-0.13299431,-0.052402914,-0.051432874,0.06306385,0.021554673,-0.05918924,0.009223151,0.00191079,-0.03870351,0.19619317,0.03356515,0.057747886,-0.038819976,-0.062232327,0.051095683,0.14160182,0.12446328,0.17327148,-0.060011923,0.09530569,0.13235977,-0.16568671,0.016785478,-0.1221279,-0.100234725,-0.03726546,0.157132,0.07344701,0.024182249,-0.092402615,0.0740932,0.005363172,0.12868966,0.0450312,-0.21624848,-0.010711775,-0.000679443,-0.070213504,-0.023514837,-0.022442935,0.09829541,-0.1166992,-0.055500496,0.08087263,-0.04817308,0.07077313,0.005800677,-0.15978384,0.10925235,-0.1845596,0.04394901,-0.16744277,0.1305046,0.01516538,0.07324059,-0.11105988,-0.019654186,0.19544703,-0.10782792,0.03069371,-0.07444086,0.10084815,0.07479669,-0.00960626,0.20484842,0.03198574,0.045926295,-0.093438335,0.07271429,0.007194244,-0.010747678,-0.005293475,-0.14612669,-0.047656894,0.0908988,0.02985893,-0.07648188,-0.09213632,-0.028777706,-0.08767422,0.055593833,0.023566235,0.07263787,-0.10113309,-0.052937925,0.0737412,0.11200044,0.06267645,-0.03066778,-0.054213412,0.001334074,0.08047949,-0.04069613,0.007446263,0.06890406,-0.029304307,0.058528498,0.123036236,-0.07126403,-0.07239278,0.018152945,-0.023458216,0.040758718,0.14126195,0.003855562,-0.004981601,0.102308005,0.010674574,0.12008426,-0.03487162,0.005899535,-0.079307206,0.022804203,3
5,-0.0175927,-0.038281467,0.074474275,0.11832342,-0.1565377,-0.094375804,0.0915952,-0.13068117,-0.13632381,0.077441365,0.06360885,0.06824337,0.028945934,0.057871606,0.13812977,-0.06719419,-0.1156905,0.03813153,-0.003974403,0.07357093,0.007080908,0.004957837,-0.06661246,0.06537456,0.10035277,0.055568945,0.11107826,-0.13443145,0.109293364,-0.026528765,-0.02709873,0.14509916,0.079712234,-0.12963656,0.097558714,0.15822262,-0.021335796,0.10089303,-0.080304846,-0.08098074,-0.06277846,0.05208824,0.09803174,-0.010080593,-0.07126684,0.017504586,-0.02652569,-0.024689147,-0.09036888,-0.18055567,-0.13815494,-0.07508088,0.007964565,0.11601931,0.081160896,-0.04456208,-0.043026876,-0.1084526,0.1628923,-0.12720752,-0.01403118,-0.112173304,-0.09111655,0.12032057,-0.18208928,-0.09824352,-0.13313079,0.16447757,0.1058387,0.009695273,0.062229007,-0.03215892,0.16353573,0.013820712,-0.08959962,-0.03778641,0.14532712,0.15582606,-0.07756101,0.12089955,0.07439618,-0.1412713,0.051179983,0.11154161,-0.009573487,-0.04590011,0.03360942,0.08907169,-0.07476083,0.08604812,-0.033572223,0.00958303,0.002693463,0.005431675,0.03537747,-0.05971251,0.13754609,0.011328612,-0.10943269,-0.027208492,0.11387321,0.057909172,0.13594732,-0.071715996,-0.11576075,-0.035134487,-2.64E-05,0.008317695,0.041496895,0.032561135,-0.059914235,0.10646072,0.001808419,0.03305336,-0.066690125,0.10133026,-0.087766014,-0.14685662,0.03741135,0.021573307,0.027875004,0.035182793,-0.13558996,0.032881364,-0.08275501,0.00094143,-0.01635141,0.10500705,3
6,-0.00462214,-0.095191136,0.009178731,0.0910271,-0.1636847,0.11686769,0.028488578,-0.069184475,-0.14995834,-0.080637276,0.11929869,0.04633726,0.03110134,0.12106129,0.14254019,-0.119431265,-0.061253365,0.039795842,0.13171858,-0.019848287,0.05220713,-0.043271564,-0.002466612,0.01648139,0.15521681,0.004199903,-0.020319635,-0.029829873,0.16547659,0.047508534,0.046930615,0.14344071,0.11717336,0.012969499,0.05279502,0.19953388,-0.1616886,-0.043493815,-0.111999914,-0.110994264,0.010093437,0.042947244,0.011966323,0.014768227,-0.115695454,0.028416432,0.022497034,0.074508004,0.06731389,-0.14089178,-0.081424296,-0.07445756,0.014131952,-0.012259467,-0.05085934,0.04660578,0.003443237,-0.08575798,0.090318814,-0.089428596,0.044119786,-0.06945049,-0.091746174,0.19516276,-0.1494112,-0.10151242,-0.15232909,0.036198303,-0.035551477,-0.041642085,0.017233865,-0.022783978,0.07669014,-0.10859312,0.08022674,-0.07773941,0.15801328,0.13349685,0.08986074,0.098356605,-0.06209533,-0.12406513,-0.114447,0.100067765,0.08250286,0.046565346,-0.02281238,-0.107257195,-0.058575436,-0.001471336,-0.016093083,0.10696656,-0.10810617,0.003975309,0.023520928,0.10378083,0.019306453,-0.004744372,-0.1336635,-0.11722866,0.16796607,0.07848146,0.14110671,-0.13329466,-0.020837346,0.06555793,-0.019704437,-0.025262132,-0.045169927,0.0935026,0.021897642,0.020987555,-0.0771818,0.1273341,-0.012964719,0.10978643,-0.11931411,-0.0554703,0.08171152,0.099580556,0.049047016,0.057884756,-0.043298427,0.04247293,-0.15622547,0.05031048,-0.072682515,0.009185988,3
7,-0.0230217,-0.05330204,0.1330918,0.07159701,-0.07817816,-0.1326799,0.13877878,-0.14012976,-0.1334555,0.038467567,-0.05394614,-0.03988622,-0.058272533,0.096485764,0.1459286,-0.10557402,-0.07938009,0.06656605,-0.031713124,0.075384095,0.07570853,-0.0917737,-0.12988883,0.07155048,0.11193791,0.010490309,0.1087679,-0.13271299,0.15541905,-0.053473614,-0.11050847,0.11694219,0.037691522,-0.080990516,0.12207486,0.16351463,0.11083155,0.07321047,-0.015465219,-0.1340268,-0.081097364,-0.02182487,0.037204187,-0.032843053,-0.004814308,-0.04156074,-0.095658295,-0.14102568,-0.10860244,-0.14161797,-0.1435345,-0.08098022,0.104963556,0.1339209,0.13371697,0.03125745,0.016547266,-0.0378103,0.13639608,-0.026388498,0.06216424,-0.11808822,-0.096249565,0.08524801,-0.15459675,-0.118437134,-0.11345094,0.15566924,0.045746945,-0.00793559,0.088350646,-0.002569748,0.09753547,-0.014049039,-0.081161186,0.006335967,0.05691756,0.027784226,-0.072565265,-0.013277078,0.13394348,-0.13657498,0.12639552,0.06695684,-0.034391064,0.03793663,0.05804825,0.086432345,-0.100719824,0.093677714,0.053777482,0.049067557,-0.004531741,-0.037754457,0.07106163,-0.011355021,0.07222036,-0.031028228,-0.059677307,0.06539797,0.102967285,0.07727295,0.14078504,-0.089400165,-0.12277275,-0.011373795,0.051732823,0.010590612,0.04514033,0.08690917,0.008306479,0.13176374,-0.031736005,0.02022459,-0.067133635,0.063270375,-0.10954605,-0.14444438,0.022196384,0.0177989,0.06489003,0.04186038,0.000772617,0.11076708,-0.09445522,-0.029941237,0.0742034,0.1141577,3
8,-0.07673722,-0.10966712,-0.018805519,0.0947464,-0.14656267,-0.01700729,-0.022998687,-0.09729035,-0.1414608,-0.09148702,0.13762127,-0.11010866,-0.06913323,0.08185139,0.14734924,-0.10721038,-0.083195455,0.088253014,0.067865126,-0.056051273,0.10819513,-0.07892763,0.007839924,-0.030424293,0.13886362,0.097392306,0.12743086,0.000531277,0.13978136,-0.03745262,0.04250024,0.04192646,-0.04558594,-0.014586764,-0.07501121,0.1415069,0.025284734,0.001148991,-0.14096555,-0.14410031,0.021145223,0.01813612,0.057568733,-0.078406155,-0.13190527,-0.049601946,0.01209775,-0.11115349,0.08179925,-0.14299665,-0.1351091,0.08059069,-0.10145775,0.11500352,0.048389982,0.12668379,-0.053418692,-0.12032964,0.12675318,-0.14720468,0.08850429,-0.06302754,0.071743354,0.15578221,-0.071757644,-0.11374214,-0.13261572,0.081376225,0.056314334,-0.12750794,0.102030605,0.007292685,0.09531075,-0.03958965,0.11942748,-0.119399406,0.1257329,0.088476315,0.05626628,0.03526696,-0.08969546,-0.07168721,0.006561831,0.11204862,0.043137424,0.04462616,0.12788767,-0.01107505,0.01570018,0.12087494,-0.0626578,0.0984726,-0.031253092,0.112051755,-0.004414493,0.04948128,7.09E-05,0.10373274,-0.08909531,0.018199518,0.12253049,0.093486525,0.028495029,-0.099181876,-0.10974428,0.08979364,-0.004205649,-0.10131898,0.040429424,-0.08182073,-0.000522079,0.07010798,-0.024696311,0.1317409,-0.11162661,0.055621043,-0.1027017,-0.028903194,0.12219775,0.051635522,0.018376077,0.042513993,0.022114744,0.04031659,-0.07394409,0.07126475,-0.062150586,0.12580709,3
9,0.10608045,-0.10646655,0.124363184,-0.099407904,0.11592196,-0.09131313,0.062174372,-0.001398539,0.014170056,0.11300071,-0.004405894,-0.07438506,-0.08174954,0.0713198,0.11566001,-0.052282084,0.11038849,0.12749915,0.04427602,0.012423224,0.08429708,-0.05519729,-0.1280335,0.11927521,0.09897817,-0.050808202,0.059890762,-0.10230458,0.12621863,-0.057946883,-0.12643546,0.12603153,-0.01248862,-0.009997408,0.10502313,0.12697779,0.09740284,0.11803724,0.10441076,-0.12469653,0.019518036,-0.030287934,-0.02482834,0.09886091,0.11076714,-0.037605144,-0.10027251,-0.1279332,-0.09973065,-0.055417903,-0.0958412,-0.11099339,0.12451471,0.072337076,0.12210092,-0.057962354,0.10200187,0.03023602,0.07504822,-0.056155138,0.04597105,-0.087410055,0.015207194,-0.044656023,-0.003063486,-0.122595325,-0.10322774,0.12561998,-0.11694827,0.05005661,-0.03844137,-0.090736404,-0.001045386,-0.050676476,-0.116277605,0.036246013,-0.10621758,-0.056770485,-0.06672867,-0.07330363,0.123566605,0.002245353,0.12849545,-0.11266319,0.11774567,0.08261994,-0.042955663,0.063855775,-0.1259684,0.057220496,0.12358976,0.005048667,0.10800235,0.095465824,0.035476133,-0.00800372,0.056316815,-0.12328078,-0.11889698,0.102909766,-0.03837314,-0.08112773,0.091261834,-0.122015506,-0.064729676,-0.050683904,0.023200786,0.018278692,-0.06445069,0.12009865,0.11409163,-0.010481,0.039363507,-0.08979647,0.10410548,0.10442474,-0.0057487,-0.12294936,-0.03305842,-0.078940965,0.110191435,0.118631914,0.07033699,0.114819154,-0.026357057,-0.12609243,0.12560412,0.124212585,3
